Strike ID,Country,President,Most Specific Location,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,timestamp
AFG725,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,4,4,0,0,0,0,0,2018-10-13
AFG744,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,4,4,0,0,0,0,0,2018-10-15
AFG755,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,4,4,0,0,0,0,0,2018-10-17
AFG769,Afghanistan,Trump,Nangarhar,34.171831,70.621679,4,4,0,0,0,0,0,2018-10-19
AFG774,Afghanistan,Trump,Khost,33.333847,69.937167,4,4,0,0,0,0,0,2018-10-20
AFG781,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,4,4,0,0,0,0,0,2018-10-21
AFG801,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,4,4,0,0,0,0,0,2018-10-25
AFG817,Afghanistan,Trump,Nangarhar,34.171831,70.621679,4,4,0,0,0,0,0,2018-10-29
B45,Pakistan,Bush,"Kateera, North Waziristan",32.943065000000004,69.955033,3,4,0,0,0,0,2,2008-12-05
B49,Pakistan,Bush,"Shin Warsak, South Waziristan",32.246388,69.509999,2,4,0,0,0,0,4,2008-12-22
B51,Pakistan,Bush,"Madin Village, South Waziristan",32.320237,69.85974,3,4,0,0,0,0,3,2009-01-02
B8,Pakistan,Bush,"Saidgai, North Waziristan",32.943065000000004,69.955033,3,4,3,4,0,0,3,2007-04-27
Ob106,Pakistan,Obama,"Sararogha, South Waziristan",32.474231,70.002675,4,4,0,0,0,0,5,2010-07-25
Ob115,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,2,4,0,0,0,0,2,2010-09-03
Ob119,Pakistan,Obama,"Ambar Shaga, North Waziristan",32.943065000000004,69.955033,3,4,0,4,0,0,1,2010-09-08
Ob12,Pakistan,Obama,"Ganki Khel, South Waziristan",32.320237,69.85974,3,4,0,0,0,0,2,2009-04-08
Ob124,Pakistan,Obama,"Qutab Khel, North Waziristan",32.96848,70.05924499999999,1,4,0,0,0,0,4,2010-09-14
Ob131,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,2,4,0,0,0,0,0,2010-09-25
Ob135,Pakistan,Obama,"Khushali, North Waziristan",32.938775,70.248273,3,4,0,0,0,0,0,2010-09-27
Ob136,Pakistan,Obama,"Zeba, South Waziristan",32.320237,69.85974,4,4,0,0,0,0,2,2010-09-28
Ob142,Pakistan,Obama,"Khaisoori, North Waziristan",32.943065000000004,69.955033,4,4,0,0,0,0,2,2010-10-07
Ob151,Pakistan,Obama,"Deegan, North Waziristan",32.943065000000004,69.955033,2,4,0,0,0,0,1,2010-10-27
Ob160,Pakistan,Obama,"Miram Shah, North Waziristan",32.956928000000005,70.169394,4,4,0,4,0,0,1,2010-11-13
Ob162,Pakistan,Obama,"Norak, North Waziristan",32.943065000000004,69.955033,2,4,0,0,0,0,1,2010-11-19
Ob165,Pakistan,Obama,"Pir Kelev, North Waziristan",32.943065000000004,69.955033,2,4,1,4,1,1,0,2010-11-26
Ob166,Pakistan,Obama,"Hassan Khel, North Waziristan",32.431428000000004,70.965082,0,4,0,0,0,0,0,2010-11-28
Ob168,Pakistan,Obama,"Kushali, North Waziristan",32.943065000000004,69.955033,2,4,0,0,0,0,0,2010-12-06
Ob169,Pakistan,Obama,"Khadar Khel, North Waziristan",32.943065000000004,69.955033,4,4,0,0,0,0,2,2010-12-10
Ob170,Pakistan,Obama,"Spalaga, North Waziristan",32.943065000000004,69.955033,3,4,0,4,0,0,0,2010-12-14
Ob176,Pakistan,Obama,"Machi Khel, North Waziristan",33.029133,70.246785,4,4,0,0,0,0,0,2010-12-27
Ob184,Pakistan,Obama,"Boya, North Waziristan",32.943335999999995,69.89994399999999,4,4,0,0,0,0,4,2011-01-01
Ob197,Pakistan,Obama,"Ghoroski, North Waziristan",32.943065000000004,69.955033,4,4,0,0,0,0,0,2011-03-11
Ob198,Pakistan,Obama,"Azam Warsak, South Waziristan",32.290733,69.428547,0,4,0,0,0,0,0,2011-03-13
Ob218,Pakistan,Obama,"Shawal, South Waziristan",32.613785,69.508247,4,4,0,0,0,0,0,2011-06-08
Ob232,Pakistan,Obama,"Mir Ali, North Waziristan",32.970019,70.27758399999999,4,4,0,0,0,0,2,2011-07-20
Ob234,Pakistan,Obama,"Qutab Khel, North Waziristan",32.96848,70.05924499999999,3,4,0,0,0,0,0,2011-08-02
Ob237,Pakistan,Obama,"Shin Warsak, South Waziristan",32.246388,69.509999,3,4,0,0,0,0,2,2011-08-19
Ob241,Pakistan,Obama,"Azam Warsak, South Waziristan",32.290733,69.428547,0,4,0,0,0,0,0,2011-09-27
Ob242,Pakistan,Obama,"Baghar, South Waziristan",32.320237,69.85974,3,4,0,0,0,0,1,2011-09-30
Ob251,Pakistan,Obama,"Norak, North Waziristan",32.943065000000004,69.955033,2,4,2,2,2,2,3,2011-10-31
Ob256,Pakistan,Obama,"Miram Shah, North Waziristan",32.956928000000005,70.169394,1,4,0,0,0,0,2,2012-01-10
Ob268,Pakistan,Obama,"Sarai Bazaar, Miranshah, North Waziristan",32.956928000000005,70.169394,3,4,0,0,0,0,3,2012-03-30
Ob273,Pakistan,Obama,"Miranshah, North Waziristan",32.956928000000005,70.169394,1,4,0,0,0,0,1,2012-05-26
Ob276,Pakistan,Obama,"Khawashi Khel, near Wana, South Waziristan",32.298231,69.597624,2,4,0,0,0,0,0,2012-06-02
Ob279,Pakistan,Obama,"Isha, near Miranshah, North Waziristan",32.96694,70.111452,2,4,0,0,0,0,0,2012-06-13
Ob280,Pakistan,Obama,"Miranshah, North Waziristan",32.956928000000005,70.169394,1,4,0,0,0,0,2,2012-06-14
Ob294,Pakistan,Obama,"Mohammed Khel/Datta Khel, North Waziristan",32.957056,69.885054,3,4,0,0,0,0,2,2012-09-21
Ob296,Pakistan,Obama,"Khadar Khel, North Waziristan",32.943065000000004,69.955033,2,4,0,0,0,0,0,2012-10-01
Ob300,Pakistan,Obama,"Shin Warsak, South Waziristan",32.246388,69.509999,1,4,0,0,0,0,3,2012-11-29
Ob301,Pakistan,Obama,"Shin Warsak, South Waziristan",32.246388,69.509999,1,4,0,0,0,0,3,2012-12-01
Ob303,Pakistan,Obama,"Tabbi Tor Khel, Tehisl Ghulam Khan, North Waziristan",33.098257000000004,69.97885500000001,2,4,0,3,0,0,0,2012-12-09
Ob315,Pakistan,Obama,"New Adda, Tehsil Datta Khel, North Waziristan",33.150048999999996,70.433361,1,4,0,0,0,0,1,2013-03-22
Ob323,Pakistan,Obama,"Mossaki, Tehsil Mir Ali, North Waziristan",32.954822,70.288452,3,4,0,0,0,0,1,2013-08-31
Ob327,Pakistan,Obama,"Land Char Khel, Tehsil Datta Khel, North Waziristan",33.150048999999996,70.433361,1,4,0,0,0,0,2,2013-09-30
Ob332,Pakistan,Obama,"Qutab Khel, Miranshah, North Waziristan",32.96848,70.05924499999999,3,4,0,0,0,0,1,2013-12-25
Ob341,Pakistan,Obama,"Wana, South Waziristan",32.298231,69.597624,2,4,0,0,0,0,1,2014-09-28
Ob345,Pakistan,Obama,"Kundser, Datta Khel, North Waziristan",33.150048999999996,70.433361,2,4,0,0,0,0,5,2014-10-07
Ob346,Pakistan,Obama,"Loman, Datta Khel, North Waziristan",33.150048999999996,70.433361,2,4,0,0,0,0,1,2014-10-08
Ob347,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,3,4,0,0,0,0,0,2014-10-09
Ob349,Pakistan,Obama,"Marga, Shawal, North Waziristan",32.613785,69.508247,2,4,0,0,0,0,0,2014-10-11
Ob357,Pakistan,Obama,"Kund/Kundghar village, Shawal, North Waziristan",32.613785,69.508247,3,4,0,0,0,0,0,2014-12-26
Ob364,Pakistan,Obama,"Shawal, North Waziristan",32.613785,69.508247,4,4,0,0,0,0,2,2015-04-12
Ob40,Pakistan,Obama,"Danda Darpakhel, North Waziristan",32.990218,70.051802,3,4,0,0,0,0,7,2009-10-15
Ob46,Pakistan,Obama,"Spalaga, North Waziristan",32.943065000000004,69.955033,3,4,0,0,0,0,3,2009-12-08
Ob71,Pakistan,Obama,"Tabbi, North Waziristan",32.943065000000004,69.955033,4,4,0,0,0,0,2,2010-02-17
Ob82,Pakistan,Obama,"Hurmuz, North Waziristan",32.943065000000004,69.955033,4,4,0,4,0,0,5,2010-03-27
Ob86,Pakistan,Obama,"Toorikhel, North Waziristan",32.846798,70.33160500000001,3,4,0,0,0,0,2,2010-04-16
Ob99,Pakistan,Obama,"Khushali, North Waziristan",32.938775,70.248273,2,4,0,0,0,0,1,2010-06-26
SOM042,Somalia,Obama,Tortoroow,5.152149,46.199615,4,4,0,0,0,0,0,2016-09-05
SOM043,Somalia,Obama,"Caba, near Kismayo",-0.356045,42.546057,4,4,0,0,0,0,0,2016-09-26
SOM072,Somalia,Trump,Puntland,9.786588,49.365314,4,4,0,0,0,0,0,2017-11-12
SOM080,Somalia,Trump,Mogadishu,2.046934,45.318162,4,4,0,0,0,0,0,2017-12-27
SOM082,Somalia,Trump,Kismayo,-0.356045,42.546057,4,4,0,0,0,0,0,2018-01-18
SOM102,Somalia,Trump,Mogadishu,2.046934,45.318162,4,4,0,0,0,0,0,2018-08-02
SOM110,Somalia,Trump,Araara,0.224021,41.601181,4,4,0,0,0,0,0,2018-10-14
YEM011,Yemen,Obama,Marib,15.470031,45.322857,3,4,3,4,0,0,2,2010-05-24
YEM028,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,4,4,0,0,0,0,0,2011-09-21
YEM030,Yemen,Obama,Jawf,16.790181,45.299386,4,4,0,0,0,0,0,2011-09-30
YEM054,Yemen,Obama,"Sanda, Marib",15.470031,45.322857,4,4,0,0,0,0,0,2012-04-22
YEM056,Yemen,Obama,"Lawder, Abyan",13.879273000000001,45.869518,0,4,0,0,0,0,0,2012-04-23
YEM059,Yemen,Obama,"Lawder, Abyan",13.879273000000001,45.869518,4,4,0,0,0,0,0,2012-04-30
YEM062,Yemen,Obama,Shabwa,14.754629999999999,46.516261,2,4,1,1,0,0,0,2012-05-06
YEM064,Yemen,Obama,"Shaqra, Abyan",13.357462,45.698821,2,4,0,0,0,0,0,2012-05-10
YEM105,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,2,4,0,0,0,0,3,2012-09-20
YEM108,Yemen,Obama,"Maarib, Marib",15.470031,45.322857,4,4,0,0,0,0,0,2012-10-21
YEM109,Yemen,Obama,"Wadi al Abu Jabara, Saada",16.847652,43.943678000000006,4,4,0,0,0,0,1,2012-10-28
YEM114,Yemen,Obama,"Manaseh, Bayda",13.988914000000001,45.5771,3,4,0,0,0,0,0,2012-12-29
YEM118,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,2,4,0,3,0,0,0,2013-01-19
YEM121,Yemen,Obama,"Nakhla, Marib",15.470031,45.322857,2,4,0,0,0,0,2,2013-01-21
YEM123,Yemen,Obama,"Khawlan, Sanaa",15.185167000000002,44.49366,4,4,2,2,0,0,0,2013-01-23
YEM125,Yemen,Obama,"Wassab al Ali, Damar",14.545544,44.408734,4,4,0,4,0,0,0,2013-04-17
YEM132,Yemen,Obama,"Al Saeed, Shabwa",14.754629999999999,46.516261,3,4,0,0,0,0,0,2013-07-30
YEM134,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,4,4,0,0,0,0,0,2013-08-06
YEM150,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,3,4,0,0,0,0,0,2014-01-24
YEM151,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,0,4,0,0,0,0,0,2014-02-03
YEM154,Yemen,Obama,"Radhum, Shabwa",14.754629999999999,46.516261,2,4,0,0,0,0,2,2014-03-03
YEM155,Yemen,Obama,"Khalek, Jawf",16.790181,45.299386,2,4,0,0,0,0,0,2014-03-05
YEM156,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,1,4,0,1,0,1,0,2014-03-10
YEM161,Yemen,Obama,"Usylan, Shabwa",14.754629999999999,46.516261,3,4,1,1,1,1,0,2014-04-21
YEM163,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,3,4,0,0,0,0,0,2014-06-04
YEM171,Yemen,Obama,"Mayfaa, Shabwa",14.754629999999999,46.516261,4,4,0,0,0,0,0,2014-10-15
YEM180,Yemen,Obama,"Al Saeed, Shabwa",14.754629999999999,46.516261,4,4,0,0,0,0,0,2015-01-31
YEM183,Yemen,Obama,"Bihan region, Shabwa",14.797618,45.718941,3,4,0,0,0,0,0,2015-02-28
YEM190,Yemen,Obama,"Ataq, Shabwa",14.529564,46.830127000000005,1,4,0,0,0,0,0,2015-05-10
YEM191,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,4,4,0,0,0,0,2,2015-05-11
YEM197,Yemen,Obama,"Rafadh, Shabwa",14.754629999999999,46.516261,4,4,0,0,0,0,0,2015-06-26
YEM198,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,4,4,0,0,0,0,0,2015-06-26
YEM199,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,4,4,0,0,0,0,0,2015-07-03
YEM204,Yemen,Obama,"Mukalla, Hadaramout",14.540432000000001,49.127196999999995,4,4,0,0,0,0,0,2015-08-23
YEM207,Yemen,Obama,Jawf-Mareb border,16.790181,45.299386,4,4,0,0,0,0,0,2015-09-11
YEM210,Yemen,Obama,"Nata district, Bayda-Shabwa border",4.302302500000001,44.7539069,4,4,0,0,0,0,0,2015-12-22
YEM217,Yemen,Obama,"Radhum, Shabwa",14.754629999999999,46.516261,4,4,0,0,0,0,0,2016-03-04
YEM229,Yemen,Obama,Shabwa,14.754629999999999,46.516261,4,4,0,0,0,0,1,2016-04-28
YEM230,Yemen,Obama,Shabwa,14.754629999999999,46.516261,4,4,0,0,0,0,0,2016-05-19
YEM238,Yemen,Obama,"Al Uqlah, Shabwa",16.05,48.533332,2,4,0,0,0,0,0,2016-07-16
YEM239,Yemen,Obama,"Azzan, Shabwa",14.325435,47.446588,2,4,0,0,0,0,2,2016-08-04
YEM254,Yemen,Obama,Marib/Al Jawf,16.790181,45.299386,4,4,0,0,0,0,0,2016-12-13
YEM268,Yemen,Trump,Marib,15.470031,45.322857,3,4,0,0,0,0,0,2017-04-18
YEM300,Yemen,Trump,Hadramout,16.930413,49.365314,1,4,0,1,0,1,0,2018-03-05
YEM306,Yemen,Trump,"Sawmaah, Bayda",13.988914000000001,45.5771,3,4,0,3,0,0,0,2018-03-29
YEM316,Yemen,Trump,"Ahwar, Abyan",13.521919,46.711591999999996,4,4,0,0,0,0,0,2018-09-09
YEM316,Yemen,Trump,"Ahwar, Abyan",13.521919,46.711591999999996,4,4,0,0,0,0,0,2018-09-09
AFG005,Afghanistan,Obama,Logar,34.014551000000004,69.192391,3,3,0,0,0,0,0,2015-01-07
AFG008,Afghanistan,Obama,"Nazyan, Nangarhar",34.118171000000004,70.75252900000001,3,3,0,0,0,0,0,2015-01-16
AFG024,Afghanistan,Obama,"Dara I Pech, Kunar",34.872898,71.15562,3,3,0,0,0,0,0,2015-04-12
AFG025,Afghanistan,Obama,"Degal, Chapa Darre, Kunar",34.846589,71.097316,3,3,0,0,0,0,0,2015-04-28
AFG036,Afghanistan,Obama,"Baraki Barak, Logar",33.969091999999996,68.950978,2,3,0,3,0,2,0,2015-05-31
AFG044,Afghanistan,Obama,"Lal Pura, Nangarhar",34.354216,70.95468000000001,3,3,0,0,0,0,0,2015-06-08
AFG061,Afghanistan,Obama,"Chaparhar, Nangarhar",34.328976000000004,70.40748599999999,3,3,0,0,0,0,0,2015-07-05
AFG070,Afghanistan,Obama,"Bermal, Paktika",32.746111,69.297777,3,3,0,0,0,0,0,2015-07-11
AFG082,Afghanistan,Obama,"Shonkorok Valley, Shegal, Kunar",34.846589,71.097316,3,3,0,0,0,0,0,2015-08-10
AFG084,Afghanistan,Obama,"Chak, Wardak",34.031203000000005,68.572411,2,3,0,0,0,0,0,2015-08-17
AFG102,Afghanistan,Obama,"Kunduz city, Kunduz city, Kunduz",36.728590000000004,68.868066,3,3,0,0,0,0,0,2015-09-30
AFG112,Afghanistan,Obama,"Bandar, Achin, Nangarhar",34.08218,70.667034,3,3,0,0,0,0,0,2015-10-23
AFG116,Afghanistan,Obama,"Ghazi Abad, Kunar",34.6999992,70.74124520000001,3,3,0,0,0,0,0,2015-10-29
AFG120,Afghanistan,Obama,"Gulai, Ghanikhil, Nangarhar",34.171831,70.621679,3,3,0,0,0,0,1,2015-11-08
AFG127,Afghanistan,Obama,"Nakora, Chapa Dara, Kunar",34.893888000000004,70.77416600000001,3,3,0,0,0,0,0,2015-12-03
AFG131,Afghanistan,Obama,"Bati Kot, Nangarhar",34.263148,70.788209,3,3,0,0,0,0,2,2015-12-19
AFG132,Afghanistan,Obama,"28th canal area, Ghani Khel, Nangarhar",34.516667,70.149999,3,3,0,0,0,0,0,2015-12-22
AFG134,Afghanistan,Obama,"Atewishtama Wyala, Ghanikhel, Nangarhar",34.171831,70.621679,3,3,0,0,0,0,0,2015-12-23
AFG150,Afghanistan,Obama,"Khawajakhel, Arghandab, Zabul",32.4319,66.67421,3,3,0,0,0,0,0,2016-01-22
AFG152,Afghanistan,Obama,"Abdulkhel area, Achin, Nangarhar",34.053888,70.696111,3,3,0,0,0,0,0,2016-01-22
AFG154,Afghanistan,Obama,"Bandar, Achin, Nangarhar",34.08218,70.667034,3,3,0,0,0,0,0,2016-01-23
AFG163,Afghanistan,Obama,"Shiltan, Shegal, Kunar",34.846589,71.097316,3,3,0,0,0,0,0,2016-02-04
AFG173,Afghanistan,Obama,"Dadul, Gomal, Paktika",32.434829,69.001648,3,3,0,0,0,0,0,2016-02-26
AFG182,Afghanistan,Obama,"Dehrawood, Nangarhar",32.623738,65.45643100000001,3,3,0,0,0,0,0,2016-04-07
AFG192,Afghanistan,Obama,"Gandeel, Watapor, Kunar",34.91093,71.127398,3,3,0,0,0,0,0,2016-05-16
AFG278,Afghanistan,Obama,Kunduz,36.728590000000004,68.868066,3,3,0,0,0,0,0,2016-10-23
AFG298,Afghanistan,Obama,"Langar Kandaw, Achin, Nangarhar",34.08218,70.667034,3,3,0,0,0,0,0,2016-12-27
AFG300,Afghanistan,Obama,"Gandi-Bagh, Charparhar, Nangarhar",34.171831,70.621679,3,3,0,0,0,0,7,2016-12-28
AFG325,Afghanistan,Trump,Ghazni,33.5484025,68.40323190000001,3,3,0,0,0,0,0,2017-03-13
AFG331,Afghanistan,Trump,"Achin, Nangarhar",34.08218,70.667034,3,3,3,3,2,2,4,2017-04-04
AFG355,Afghanistan,Trump,"Manogi, Kunar",34.846589,71.097316,3,3,0,0,0,0,1,2017-06-29
AFG378,Afghanistan,Trump,"Aigal area, Chapa Dara, Kunar",34.920175,70.764423,3,3,0,0,0,0,0,2017-08-05
AFG433,Afghanistan,Trump,"Kas, Deh Bala, Nangarhar",34.09263,70.469224,3,3,0,0,0,0,0,2017-12-30
AFG435,Afghanistan,Trump,"Want Waigal, Nuristan",35.05008,70.90854,3,3,0,0,0,0,0,2018-01-14
AFG495,Afghanistan,Trump,"Gondel, Watapur, Kunar",34.91093,71.127398,3,3,0,0,0,0,0,2018-09-16
AFG510,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,3,3,0,0,0,0,0,2018-09-05
AFG511,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-09-05
AFG513,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,3,3,0,0,0,0,0,2018-09-05
AFG516,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-09-06
AFG519,Afghanistan,Trump,Kunar,34.846589,71.097316,3,3,0,0,0,0,0,2018-09-06
AFG533,Afghanistan,Trump,Baghlan,35.804294,69.28775300000001,3,3,0,0,0,0,0,2018-09-09
AFG545,Afghanistan,Trump,Sar e Pul,35.670747,66.046353,3,3,0,0,0,0,0,2018-09-10
AFG551,Afghanistan,Trump,Nangarhar,34.171831,70.621679,3,3,0,0,0,0,0,2018-09-11
AFG570,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,3,3,0,0,0,0,0,2018-09-15
AFG574,Afghanistan,Trump,Logar,34.014551000000004,69.192391,3,3,0,0,0,0,0,2018-09-16
AFG576,Afghanistan,Trump,Paktika,32.264538,68.524714,3,3,0,0,0,0,0,2018-09-16
AFG577,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,3,3,0,0,0,0,0,2018-09-16
AFG583,Afghanistan,Trump,Logar,34.014551000000004,69.192391,3,3,0,0,0,0,0,2018-09-18
AFG585,Afghanistan,Trump,Uruzgan,32.927128,66.141526,3,3,0,0,0,0,0,2018-09-18
AFG587,Afghanistan,Trump,Nangarhar,34.171831,70.621679,3,3,0,0,0,0,0,2018-09-19
AFG591,Afghanistan,Trump,Uruzgan,32.927128,66.141526,3,3,0,0,0,0,0,2018-09-19
AFG594,Afghanistan,Trump,Kunar,34.846589,71.097316,3,3,0,0,0,0,0,2018-09-20
AFG601,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,3,3,0,0,0,0,0,2018-09-21
AFG619,Afghanistan,Trump,Kunduz,36.728590000000004,68.868066,3,3,0,3,0,0,0,2018-09-25
AFG620,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,3,3,0,0,0,0,0,2018-09-25
AFG638,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-09-29
AFG639,Afghanistan,Trump,Kabul,34.555349,69.207486,3,3,0,0,0,0,0,2018-09-29
AFG647,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-09-30
AFG659,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-10-03
AFG667,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-10-04
AFG679,Afghanistan,Trump,Nangarhar,34.171831,70.621679,3,3,0,0,0,0,0,2018-10-06
AFG683,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,3,3,0,0,0,0,0,2018-10-06
AFG696,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,3,3,0,0,0,0,0,2018-10-08
AFG709,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,3,3,0,0,0,0,0,2018-10-10
AFG714,Afghanistan,Trump,Parwan,34.963097,68.810884,3,3,0,0,0,0,0,2018-10-11
AFG721,Afghanistan,Trump,Logar,34.014551000000004,69.192391,3,3,0,0,0,0,0,2018-10-12
AFG726,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-10-13
AFG731,Afghanistan,Trump,Paktika,32.264538,68.524714,3,3,0,0,0,0,0,2018-10-13
AFG736,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,3,3,0,0,0,0,0,2018-10-14
AFG741,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,3,3,0,23,0,0,0,2018-10-15
AFG746,Afghanistan,Trump,Paktika,32.264538,68.524714,3,3,0,0,0,0,0,2018-10-15
AFG748,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,3,3,0,0,0,0,0,2018-10-15
AFG754,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-10-17
AFG760,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-10-18
AFG778,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,3,3,0,0,0,0,0,2018-10-21
AFG783,Afghanistan,Trump,Paktia,33.706199,69.383107,3,3,0,0,0,0,0,2018-10-21
AFG797,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,3,3,0,0,0,0,0,2018-10-24
AFG798,Afghanistan,Trump,Nangarhar,34.171831,70.621679,3,3,0,3,0,0,0,2018-10-25
AFG806,Afghanistan,Trump,Nangarhar,34.171831,70.621679,3,3,0,0,0,0,0,2018-10-26
AFG807,Afghanistan,Trump,Nimroz,31.026148,62.450415,3,3,0,0,0,0,0,2018-10-26
AFG811,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,3,3,0,0,0,0,0,2018-10-27
AFG818,Afghanistan,Trump,Paktika,32.264538,68.524714,3,3,0,0,0,0,0,2018-10-29
B30,Pakistan,Bush,"Datta Khel, North Waziristan",33.150048999999996,70.433361,3,3,3,3,1,1,5,2008-10-03
B44,Pakistan,Bush,"Chashma, North Waziristan",32.98336,70.07621400000001,2,3,0,3,0,0,2,2008-11-29
B47,Pakistan,Bush,"Tapi Tool, North Waziristan",32.947289000000005,70.147813,2,3,0,3,0,0,3,2008-12-15
B48,Pakistan,Bush,"Kari Kot, South Waziristan",32.270651,69.554179,3,3,0,0,0,0,5,2008-12-22
Ob113,Pakistan,Obama,"Taaloo Ganj, Kurram Agency",33.695975,70.336069,2,3,0,3,0,0,0,2010-08-27
Ob134,Pakistan,Obama,"Sheerani, North Waziristan",32.943065000000004,69.955033,2,3,0,0,0,0,0,2010-09-26
Ob189,Pakistan,Obama,"Doga Mada Khel, North Waziristan",32.943065000000004,69.955033,2,3,0,0,0,0,0,2011-01-23
Ob252,Pakistan,Obama,"Sarai Darpa Khel, Miranshah, North Waziristan",32.988068,70.051058,2,3,0,0,0,0,3,2011-11-03
Ob288,Pakistan,Obama,"Mana, Shawal, North Waziristan",32.613785,69.508247,2,3,0,0,0,0,2,2012-08-19
Ob314,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,1,3,0,0,0,0,1,2013-03-10
Ob321,Pakistan,Obama,"Khray Chila Mossaki area of Mir Ali, North Waziristan",32.970019,70.27758399999999,2,3,0,0,0,0,0,2013-07-13
Ob331,Pakistan,Obama,"Miranshah, North Waziristan",32.956928000000005,70.169394,2,3,0,0,0,0,1,2013-11-29
Ob363,Pakistan,Obama,"Shabak, Kurram Agency",33.695975,70.336069,3,3,0,0,0,0,0,2015-03-18
Ob41,Pakistan,Obama,"Spalaga, North Waziristan",32.943065000000004,69.955033,3,3,0,0,0,0,8,2009-10-21
Ob53,Pakistan,Obama,"Ghundikala, North Waziristan",32.959854,70.156371,2,3,0,0,0,0,3,2010-01-01
SOM018,Somalia,Obama,"Jillib, Middle Juba",0.49191899999999994,42.778436,2,3,0,0,0,0,0,2013-10-28
SOM021,Somalia,Obama,Saakow,1.6429509999999998,42.450357000000004,2,3,0,0,0,0,0,2014-12-29
SOM024,Somalia,Obama,"Abaq Xaluul village, Baardheere, Gedo region",2.3390459999999997,42.288005,3,3,0,0,0,0,0,2015-03-12
SOM025,Somalia,Obama,"Baardheere, Gedo Region",2.3390459999999997,42.288005,2,3,0,0,0,0,0,2015-07-15
SOM029,Somalia,Obama,"Kunyo-Barow, Lower Shabelle",1.8766450000000001,44.247901,3,3,0,0,0,0,0,2015-12-02
SOM033,Somalia,Obama,"Jillib, Middle Juba",0.49191899999999994,42.778436,3,3,0,0,0,0,0,2016-03-31
SOM040,Somalia,Obama,Southern Somalia,5.152149,46.199615,3,3,0,0,0,0,0,2016-06-21
SOM061,Somalia,Trump,Bay region,2.482519,43.483738,3,3,0,0,0,0,0,2017-09-05
SOM068,Somalia,Trump,Bay region,2.482519,43.483738,3,3,0,0,0,0,0,2017-11-09
SOM085,Somalia,Trump,"Jilib, Middle Juba Region",0.49191899999999994,42.778436,3,3,0,0,0,0,0,2018-02-19
SOM092,Somalia,Trump,"Jilib, Middle Juba Region",0.49191899999999994,42.778436,3,3,0,0,0,0,0,2018-04-05
SOM104,Somalia,Trump,Mogadishu,2.046934,45.318162,3,3,0,0,0,0,0,2018-08-27
