Strike ID,Country,President,Most Specific Location,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,timestamp
AFG580,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-09-17
AFG581,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-17
AFG582,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-18
AFG584,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-09-18
AFG588,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-19
AFG589,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-09-19
AFG592,Afghanistan,Trump,Zabul,32.191878,67.189448,1,1,0,0,0,0,0,2018-09-19
AFG593,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-20
AFG602,Afghanistan,Trump,Zabul,32.191878,67.189448,1,1,0,0,0,0,0,2018-09-21
AFG603,Afghanistan,Trump,"Tagab, Kapisa",34.760185,69.812089,1,1,0,0,0,9,0,2018-09-22
AFG605,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-22
AFG607,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-09-22
AFG611,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-09-23
AFG612,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,1,1,0,0,0,0,0,2018-09-23
AFG614,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-09-23
AFG615,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-23
AFG616,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-24
AFG621,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-09-25
AFG623,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,1,1,0,0,0,0,0,2018-09-26
AFG625,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-09-27
AFG626,Afghanistan,Trump,Faryab,36.079561,64.90595400000001,1,1,0,0,0,0,0,2018-09-27
AFG627,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,1,1,0,0,0,0,0,2018-09-27
AFG629,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-09-27
AFG632,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-09-27
AFG636,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-09-28
AFG640,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-09-29
AFG641,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-09-29
AFG642,Afghanistan,Trump,Nimroz,31.026148,62.450415,1,1,0,0,0,0,0,2018-09-29
AFG646,Afghanistan,Trump,Jawzjan,36.896969,65.665856,1,1,0,0,0,0,0,2018-09-30
AFG648,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-09-30
AFG650,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-10-01
AFG651,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2018-10-01
AFG652,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,1,1,0,0,0,0,0,2018-10-01
AFG653,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-10-01
AFG656,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-10-02
AFG657,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-02
AFG658,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,1,1,0,0,0,0,0,2018-10-03
AFG660,Afghanistan,Trump,Jawzjan,36.896969,65.665856,1,1,0,0,0,0,0,2018-10-03
AFG661,Afghanistan,Trump,Khost,33.333847,69.937167,1,1,0,0,0,0,0,2018-10-03
AFG666,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-10-03
AFG668,Afghanistan,Trump,Herat,34.352865,62.204028,1,1,0,0,0,0,0,2018-10-04
AFG671,Afghanistan,Trump,Farah,32.446463,62.145413,1,1,0,30,0,0,0,2018-10-05
AFG672,Afghanistan,Trump,Badghis,35.167133,63.769538,1,1,0,0,0,0,0,2018-10-05
AFG674,Afghanistan,Trump,Faryab,36.079561,64.90595400000001,1,1,0,0,0,0,0,2018-10-05
AFG676,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2018-10-05
AFG678,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-05
AFG680,Afghanistan,Trump,Farah,32.446463,62.145413,1,1,0,0,0,0,0,2018-10-06
AFG682,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,1,1,0,0,0,0,0,2018-10-06
AFG684,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2018-10-06
AFG685,Afghanistan,Trump,Paktika,32.264538,68.524714,1,1,0,0,0,0,0,2018-10-06
AFG686,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-10-06
AFG687,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-10-06
AFG688,Afghanistan,Trump,Farah,32.446463,62.145413,1,1,0,0,0,0,0,2018-10-07
AFG694,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,1,1,0,0,0,0,0,2018-10-08
AFG697,Afghanistan,Trump,Zabul,32.191878,67.189448,1,1,0,0,0,0,0,2018-10-08
AFG698,Afghanistan,Trump,Farah,32.446463,62.145413,1,1,0,0,0,0,0,2018-10-09
AFG702,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,1,1,0,0,0,0,0,2018-10-09
AFG707,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-10-10
AFG710,Afghanistan,Trump,Faryab,36.079561,64.90595400000001,1,1,0,0,0,0,0,2018-10-11
AFG712,Afghanistan,Trump,Jawzjan,36.896969,65.665856,1,1,0,0,0,0,0,2018-10-11
AFG715,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-10-11
AFG716,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,1,1,0,0,0,0,0,2018-10-11
AFG719,Afghanistan,Trump,Khost,33.333847,69.937167,1,1,0,0,0,0,0,2018-10-12
AFG723,Afghanistan,Trump,Parwan,34.963097,68.810884,1,1,0,0,0,0,0,2018-10-12
AFG724,Afghanistan,Trump,Nuristan,35.325022,70.907123,1,1,0,2,0,0,0,2018-10-13
AFG727,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-10-13
AFG728,Afghanistan,Trump,Kunduz,36.728590000000004,68.868066,1,1,0,0,0,0,0,2018-10-13
AFG730,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-13
AFG733,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,1,1,0,0,0,0,0,2018-10-13
AFG734,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-10-14
AFG737,Afghanistan,Trump,Kunduz,36.728590000000004,68.868066,1,1,0,0,0,0,0,2018-10-14
AFG738,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,1,1,0,0,0,0,0,2018-10-14
AFG739,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-14
AFG740,Afghanistan,Trump,Parwan,34.963097,68.810884,1,1,0,0,0,0,0,2018-10-14
AFG743,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-10-15
AFG745,Afghanistan,Trump,Nuristan,35.325022,70.907123,1,1,0,0,0,0,0,2018-10-15
AFG747,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-10-15
AFG749,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-10-16
AFG752,Afghanistan,Trump,Paktika,32.264538,68.524714,1,1,0,0,0,0,0,2018-10-16
AFG758,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-10-17
AFG759,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,1,1,0,0,0,0,0,2018-10-18
AFG761,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,1,1,0,0,0,0,0,2018-10-18
AFG762,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-10-18
AFG766,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,1,1,0,0,0,0,0,2018-10-19
AFG768,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,1,1,0,0,0,0,0,2018-10-19
AFG772,Afghanistan,Trump,Baghlan,35.804294,69.28775300000001,1,1,0,0,0,0,0,2018-10-20
AFG776,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-10-20
AFG780,Afghanistan,Trump,Khost,33.333847,69.937167,1,1,0,0,0,0,0,2018-10-21
AFG782,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-21
AFG784,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,1,1,0,0,0,0,0,2018-10-21
AFG785,Afghanistan,Trump,Zabul,32.191878,67.189448,1,1,0,0,0,0,0,2018-10-21
AFG786,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-10-22
AFG787,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-10-22
AFG788,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2018-10-22
AFG790,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-10-22
AFG791,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-22
AFG796,Afghanistan,Trump,Khost,33.333847,69.937167,1,1,0,0,0,0,0,2018-10-24
AFG799,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,2,0,0,0,2018-10-25
AFG800,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-10-25
AFG803,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-10-25
AFG804,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-10-26
AFG805,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-10-26
AFG808,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-10-26
AFG809,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-10-26
AFG810,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,1,1,0,0,0,0,0,2018-10-27
AFG812,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-27
AFG815,Afghanistan,Trump,Paktika,32.264538,68.524714,1,1,0,0,0,0,0,2018-10-28
AFG819,Afghanistan,Trump,Parwan,34.963097,68.810884,1,1,0,0,0,0,0,2018-10-29
AFG821,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-10-30
AFG822,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-10-30
AFG823,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,1,1,0,0,0,0,0,2018-10-31
AFG824,Afghanistan,Trump,Farah,32.446463,62.145413,1,1,7,7,0,0,0,2018-11-09
AFG825,Afghanistan,Trump,"Zardak, Ghazni-Uruzgan highway, Ghazni",33.540772,68.433159,1,1,60,60,0,0,0,2018-11-13
AFG826,Afghanistan,Trump,"Between Kolalgo and Hesko, Mata Khan, Paktika",33.245309000000006,68.953959,1,1,6,6,0,0,0,2018-11-18
AFG827,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,10,10,0,0,0,2018-11-21
AFG828,Afghanistan,Trump,"Slinger, Alishing, Laghman",34.783249,70.107996,1,1,6,6,0,0,0,2018-11-25
B16,Pakistan,Bush,"Makeen, South Waziristan",32.626574,69.841871,1,1,0,1,0,0,0,2008-06-14
Ob299,Pakistan,Obama,"Village Ghundi Killi Daur Tappi area of Tehsil Miranshah, North Waziristan",32.947289000000005,70.147813,1,1,1,1,0,0,6,2012-10-24
SOM014,Somalia,Obama,Elasha Biyaha,5.152149,46.199615,1,1,0,0,0,0,0,2012-01-21
SOM039,Somalia,Obama,South-central Somalia,5.152149,46.199615,1,1,0,0,0,0,0,2016-05-27
SOM048,Somalia,Trump,"Kunyo Barrow, Lower Shabelle",0.783333,43.416667,1,1,0,0,0,0,0,2017-07-02
SOM056,Somalia,Trump,"Tortoroow, Lower Shabelle",1.8766450000000001,44.247901,1,1,0,0,0,0,0,2017-07-29
SOM057,Somalia,Trump,Banadiir region,2.118737,45.336945,0,1,0,0,0,0,0,2017-08-10
SOM060,Somalia,Trump,"Barawe, Lower Shabelle",1.116195,44.031816,1,1,0,0,0,0,1,2017-08-31
SOM062,Somalia,Trump,"Barawe, Lower Shabelle",1.116195,44.031816,1,1,0,0,0,0,0,2017-09-07
SOM070,Somalia,Trump,Gaduud,5.152149,46.199615,1,1,0,0,0,0,0,2017-11-11
SOM100,Somalia,Trump,Jubaland ,-0.366919,42.55572,1,1,0,0,0,0,5,2018-06-08
SOM108,Somalia,Trump,Kunya Barrow,0.783333,43.416667,1,1,0,0,0,0,0,2018-10-06
YEM014,Yemen,Obama,"Zinjibar, Abyan",13.135021,45.388639000000005,1,1,0,0,0,0,0,2011-06-10
YEM036,Yemen,Obama,"Zinjibar, Abyan",13.135021,45.388639000000005,1,1,0,0,0,0,0,2011-12-22
YEM090,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,1,1,1,1,0,0,0,2012-06-20
YEM115,Yemen,Obama,Shabwa,14.754629999999999,46.516261,1,1,0,0,0,0,0,2013-01-01
YEM149,Yemen,Obama,"Shibam, Hadhramout",15.921257,48.636381,1,1,1,1,0,0,0,2014-01-15
YEM153,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,1,1,0,0,0,0,0,2014-03-03
YEM236,Yemen,Obama,Central Yemen,15.552726999999999,48.516388,1,1,0,0,0,0,0,2016-07-08
YEM251,Yemen,Obama,Bayda,13.988914000000001,45.5771,1,1,0,0,0,0,0,2016-11-21
YEM256,Yemen,Trump,Bayda,13.988914000000001,45.5771,1,1,0,0,0,0,0,2017-01-08
YEM257,Yemen,Trump,Bayda,13.988914000000001,45.5771,1,1,0,0,0,0,0,2017-01-20
YEM287,Yemen,Trump,Bayda,13.988914000000001,45.5771,1,1,0,0,0,0,0,2017-11-11
YEM294,Yemen,Trump,Bayda,13.988914000000001,45.5771,1,1,0,0,0,0,0,2017-12-15
YEM295,Yemen,Trump,Marib,15.470031,45.322857,1,1,0,0,0,0,0,2017-12-19
YEM301,Yemen,Trump,"Al Hudhi, Hadramout",15.217020000000002,43.070475,1,1,1,1,0,0,0,2018-03-07
AFG001,Afghanistan,Obama,"Spera, Khost",33.19392,69.515022,0,0,0,0,0,0,0,2015-01-01
AFG004,Afghanistan,Obama,"Dara I Pech, Kunar",34.872898,71.15562,0,0,0,0,0,0,0,2015-01-06
AFG009,Afghanistan,Obama,"Lal Pura, Nangarhar",34.354216,70.95468000000001,0,0,0,0,0,0,0,2015-01-17
AFG010,Afghanistan,Obama,"Khugyani, Nangarhar",34.229212,70.193208,0,0,0,0,0,0,0,2015-01-19
AFG017,Afghanistan,Obama,"Sarakani, Kunar",34.801712,71.216142,0,0,0,0,0,0,0,2015-03-11
AFG018,Afghanistan,Obama,"Lal Pura, Nangarhar",34.354216,70.95468000000001,0,0,0,0,0,0,0,2015-03-13
AFG019,Afghanistan,Obama,"Chinar Khor, Kunar",34.846589,71.097316,0,0,0,0,0,0,1,2015-03-18
AFG022,Afghanistan,Obama,"Sia Gird, Parwan",34.963097,68.810884,0,0,0,0,0,0,0,2015-03-25
AFG023,Afghanistan,Obama,"Zurmat, Paktia",33.435888,69.031453,0,0,0,0,0,0,1,2015-03-26
AFG049,Afghanistan,Obama,"Chazi Abad, Kunar",34.7,70.75,0,0,0,0,0,0,0,2015-06-18
AFG060,Afghanistan,Obama,"Dara I Pech, Nangarhar",34.872898,71.15562,0,0,0,0,0,0,0,2015-07-04
AFG087,Afghanistan,Obama,"Musa Qala, Helmand",32.311871999999994,64.811083,0,0,0,0,0,0,0,2015-08-27
AFG088,Afghanistan,Obama,"Musa Qala, Helmand",32.311871999999994,64.811083,0,0,0,0,0,0,0,2015-08-30
AFG090,Afghanistan,Obama,"Musa Qala, Helmand",32.311871999999994,64.811083,0,0,0,0,0,0,0,2015-09-01
AFG092,Afghanistan,Obama,"Maiwand, Kandahar",31.499713,65.000853,0,0,0,0,0,0,0,2015-09-06
AFG097,Afghanistan,Obama,"Kunduz airport, Kunduz city, Kunduz",36.661335,68.90958,0,0,0,0,0,0,0,2015-09-29
AFG098,Afghanistan,Obama,"Kunduz airport, Kunduz city, Kunduz",36.661335,68.90958,0,0,0,0,0,0,0,2015-09-29
AFG100,Afghanistan,Obama,"Kunduz airport, Kunduz city, Kunduz",36.661335,68.90958,0,0,0,0,0,0,0,2015-09-30
AFG101,Afghanistan,Obama,"Kunduz airport, Kunduz city, Kunduz",36.661335,68.90958,0,0,0,0,0,0,0,2015-09-30
AFG103,Afghanistan,Obama,"Kunduz city, Kunduz city, Kunduz",36.728590000000004,68.868066,0,0,0,0,0,0,0,2015-10-02
AFG104,Afghanistan,Obama,"Kunduz city, Kunduz city, Kunduz",36.728590000000004,68.868066,0,0,0,0,0,0,0,2015-10-02
AFG106,Afghanistan,Obama,"Kunduz city, Kunduz city, Kunduz",36.728590000000004,68.868066,0,0,0,0,0,0,0,2015-10-05
AFG129,Afghanistan,Obama,"Marja, Sangin and Babaji, Helmand",32.071099,64.852586,0,0,0,0,0,0,0,2015-12-13
AFG133,Afghanistan,Obama,"Sangin, Sangin, Helmand",32.071099,64.852586,0,0,0,0,0,0,0,2015-12-23
AFG137,Afghanistan,Obama,"Majah, Helmand",31.517771000000003,64.114227,0,0,0,0,0,0,0,2016-01-06
AFG139,Afghanistan,Obama,"Kharkhez, Kandahar",31.788009999999996,65.570785,0,0,0,0,0,0,0,2016-01-08
AFG140,Afghanistan,Obama,"Bermal, Paktika",32.746111,69.297777,0,0,0,0,0,0,0,2016-01-08
AFG143,Afghanistan,Obama,"Bermal, Paktika",32.746111,69.297777,0,0,0,0,0,0,0,2016-01-10
AFG144,Afghanistan,Obama,"Bermal, Paktika",32.746111,69.297777,0,0,0,0,0,0,0,2016-01-10
AFG172,Afghanistan,Obama,"Dand e Ghori, Pul-e-Khumri, Baghlan",35.943802000000005,68.709535,0,0,0,0,0,0,0,2016-02-22
AFG184,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,0,0,0,0,0,0,0,2016-04-14
AFG230,Afghanistan,Obama,"Kot, Nangarhar",34.263148,70.788209,0,0,0,0,0,0,0,2016-07-09
AFG239,Afghanistan,Obama,"Sangin, Sangin, Helmand",32.071099,64.852586,0,0,0,0,0,0,0,2016-07-19
AFG243,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,0,0,0,0,0,0,0,2016-07-23
AFG249,Afghanistan,Obama,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2016-08-11
AFG253,Afghanistan,Obama,Kunduz,36.728590000000004,68.868066,0,0,0,0,0,0,0,2016-08-24
AFG260,Afghanistan,Obama,"Tarin Kot, Tarin Kot, Uruzgan",32.666404,65.90362900000001,0,0,0,0,0,0,0,2016-09-09
AFG262,Afghanistan,Obama,Uruzgan,32.927128,66.141526,0,0,0,0,0,0,0,2016-09-17
AFG267,Afghanistan,Obama,"Bermal, Paktika",32.746111,69.297777,0,0,0,0,0,0,0,2016-09-24
AFG268,Afghanistan,Obama,"Bermal, Paktika",32.746111,69.297777,0,0,0,0,0,0,0,2016-09-25
AFG271,Afghanistan,Obama,"Kunduz city, Kunduz",36.728590000000004,68.868066,0,0,0,0,0,0,0,2016-10-03
AFG274,Afghanistan,Obama,"Achin and Deh Bala, Nangarhar",34.09263,70.469224,0,0,0,0,0,0,0,2016-10-08
AFG307,Afghanistan,Trump,"Sangin, Helmand",32.071099,64.852586,0,0,0,0,0,0,0,2017-01-31
AFG316,Afghanistan,Trump,"Sangin, Helmand",32.071099,64.852586,0,0,0,0,0,0,0,2017-02-11
AFG326,Afghanistan,Trump,Nangarhar,34.171831,70.621679,0,0,0,0,0,0,0,2017-03-18
AFG328,Afghanistan,Trump,Nangarhar,34.171831,70.621679,0,0,0,0,0,0,0,2017-03-19
AFG354,Afghanistan,Trump,Nangarhar,34.171831,70.621679,0,0,0,0,0,0,0,2017-06-22
AFG371,Afghanistan,Trump,"Gereshk, Helmand",31.829949,64.568108,0,0,0,0,0,0,0,2017-07-20
AFG373,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2017-07-21
AFG409,Afghanistan,Trump,"Jaji Maydan, Paktia",33.638946999999995,70.121765,0,0,0,0,0,0,0,2017-10-16
AFG410,Afghanistan,Trump,"Maiwand, Kandahar",31.499713,65.000853,0,0,0,0,0,0,0,2017-10-19
AFG418,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2017-11-19
AFG429,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2017-12-07
AFG430,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2017-12-08
AFG440,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2018-02-02
AFG441,Afghanistan,Trump,Badakhshan,36.734772,70.811995,0,0,0,0,0,0,0,2018-02-04
AFG442,Afghanistan,Trump,Badakhshan,36.734772,70.811995,0,0,0,0,0,0,0,2018-02-04
AFG446,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2018-03-08
AFG447,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,0,0,0,0,0,0,0,2018-03-09
AFG455,Afghanistan,Trump,"Nad Ali, Helmand",31.664216999999997,64.266149,0,0,0,0,0,0,0,2018-04-01
AFG456,Afghanistan,Trump,Farah and Nimroz,32.495328,62.262662,0,0,0,0,0,0,0,2018-04-03
AFG459,Afghanistan,Trump,"Warduj, Badakhshan",36.734772,70.811995,0,0,0,0,0,0,0,2018-04-12
AFG460,Afghanistan,Trump,"Bakwah, Farah",32.230824,62.920591,0,0,0,0,0,0,0,2018-04-20
AFG461,Afghanistan,Trump,"Marjah, Helmand",31.517771000000003,64.114227,0,0,0,0,0,0,0,2018-04-21
AFG467,Afghanistan,Trump,"Faizabad City, Badakhshan",37.101708,70.555236,0,0,0,0,0,0,0,2018-05-24
AFG468,Afghanistan,Trump,"Kishm, Badakhshan",36.571294,70.336069,0,0,0,0,0,0,0,2018-05-24
AFG478,Afghanistan,Trump,"Ghazni, Helmand and Uruzgan",31.363646999999997,63.958611,0,0,0,0,0,0,0,2018-06-30
AFG483,Afghanistan,Trump,"Chardara, Kunduz",36.694511,68.801574,0,0,0,14,0,7,0,2018-07-19
AFG486,Afghanistan,Trump,"Ghazni City, Ghazni, Ghazni",33.545058000000004,68.417397,0,0,0,0,0,0,0,2018-08-10
AFG492,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,0,0,0,0,0,0,0,2018-09-08
AFG493,Afghanistan,Trump,"Nad Ali, Helmand",31.664216999999997,64.266149,0,0,0,0,0,0,0,2018-09-09
B11,Pakistan,Bush,"Jani Khel, Bannu Frontier Region",32.800938,70.50864399999999,0,0,0,0,0,0,1,2007-12-03
B20,Pakistan,Bush,"Ganki Khel, South Waziristan",,69.85974,0,0,0,0,0,0,4,2008-08-27
Ob112,Pakistan,Obama,"Badshah Kot, Kurram Agency",,70.336069,0,0,0,0,0,0,0,2010-08-27
Ob220,Pakistan,Obama,"Karez, South Waziristan",,69.85974,0,0,0,0,0,0,0,2011-06-15
Ob291,Pakistan,Obama,"Dara, Shawal, North Waziristan",,69.508247,0,0,0,0,0,0,0,2012-08-24
Ob292,Pakistan,Obama,"Dre Nishter, Shawal, North Waziristan",,69.508247,0,0,0,0,0,0,0,2012-08-24
Ob66,Pakistan,Obama,"Deegan, North Waziristan",,69.955033,0,0,0,0,0,0,0,2010-02-02
Ob67,Pakistan,Obama,"Mohammad Khel, North Waziristan",,69.885054,0,0,0,0,0,0,0,2010-02-02
SOM011,Somalia,Obama,Juba,,42.431968,0,0,0,0,0,0,0,2011-07-06
SOM012,Somalia,Obama,Kismayo,,42.546057,0,0,0,0,0,0,0,2011-09-25
SOM016,Somalia,Obama,"Gumh, Puntland",,49.365314,0,0,0,0,0,0,2,2012-04-17
SOM026,Somalia,Obama,"Baardheere, Gedo Region",,42.288005,0,0,0,0,0,0,0,2015-07-15
SOM028,Somalia,Obama,"Yasooman, Ceeldheer and Ceel Lahelay villages, Hiraan region",,46.980509999999995,0,0,0,0,0,0,0,2015-11-29
SOM045,Somalia,Trump,Gaduug,,46.199615,0,0,0,0,0,0,0,2017-01-07
SOM050,Somalia,Trump,"Kunyo Barrow, Lower Shabelle",0.783333,43.416667,0,0,0,0,0,0,0,2017-07-13
SOM051,Somalia,Trump,Southern Somalia,,46.199615,0,0,0,0,0,0,0,2017-07-15
SOM052,Somalia,Trump,Southern Somalia,,46.199615,0,0,0,0,0,0,0,2017-07-20
SOM053,Somalia,Trump,Southern Somalia,,46.199615,0,0,0,0,0,0,0,2017-07-21
SOM054,Somalia,Trump,Southern Somalia,,46.199615,0,0,0,0,0,0,0,2017-07-28
SOM055,Somalia,Trump,Southern Somalia,,46.199615,0,0,0,0,0,0,0,2017-07-29
SOM064,Somalia,Trump,Southern Somalia,,46.199615,0,0,0,0,0,0,0,2017-09-30
SOM065,Somalia,Trump,Southern Somalia,,46.199615,0,0,0,0,0,0,0,2017-10-02
SOM066,Somalia,Trump,"Bariire, Lower Shabelle region",,44.896136,0,0,0,0,0,0,0,2017-10-16
SOM073,Somalia,Trump,"Awhiigle, Gaduud",,46.199615,0,0,0,0,0,0,0,2017-11-13
SOM077,Somalia,Trump,"Mubarak, Lower Shabelle",,44.247901,0,0,0,0,0,0,0,2017-12-12
SOM084,Somalia,Trump,"Kunyo Barrow, Lower Shabelle",0.783333,43.416667,0,0,0,0,0,0,0,2018-02-06
SOM088,Somalia,Trump,"Kamsuuma, Lower Juba region",,42.779946,0,0,0,0,0,0,0,2018-03-12
SOM093,Somalia,Trump,"Jana Cabdalle, Kismayo",,42.288621,0,0,0,0,0,0,0,2018-04-11
SOM094,Somalia,Trump,"Leego, Lower Shabelle ",,44.247901,0,0,0,0,0,0,0,2018-04-16
SOM099,Somalia,Trump,Bosasso,,49.187899,0,0,0,0,0,0,0,2018-06-03
SOM101,Somalia,Trump,Kismayo,,42.546057,0,0,0,0,0,0,0,2018-07-23
SOM116,Somalia,Trump,"Vicinity of Haradere, Galmudug",,47.856315,0,0,0,0,0,0,0,2018-11-21
